task_name,task_family,id,definition,inputs,targets
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-712a4253e81145ed8a42be70c74a07e6,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","These aren't clearly labeled ""GLUTEN FREE"". They say pretzel sticks and they do not resemble pretzel sticks very closely at all. They are a weird flavor, sort of costly and not worth it. eew.",Negative
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-5eeb6ce8a0444719aae0902d1b691d56,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.",This sauce is excellent for authentic Chinese dishes! My wife is from China and we love to use this product to make Hot Pot and Ma Po Tofu.,Positive
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-bef4da26905443d0a36441a6d2070b49,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","A friend's favorite candy is ""After Eight"", but they are not available anywhere in my area.  I couldn't find them on-line either.  Amazon.com came through.  These are imported from England and the most delicious peppermint.  These are so thin with a smooth mint cream center and a dark chocolate shell.  If you just want a little taste of mint, this is for you.  Really special with a cup of hot coffee!",Positive
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-e1667bad73bc466cbbf6e15053da53d0,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","Of the few Hot Cocoa flavors we've tried, this is the best so far.  It has the richest flavor and I dont notice the artificial taste that others have commented on.  Its also very affordable compared to other k-cups right now.  I thought that the k-cup making process must have gotten more expensive over the last year, but now I know they are truely sticking it to us since these are still reasonable priced.",Positive
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-f014d08abbec4f84b9ce6ed2ebf72da3,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","I appreciate the effort for going the healthy route, unfortunately this totally destroys the taste.  I had the regular root beer by Blue Sky before, at least it was decent.  While the taste of this is so bland that I don't know how to describe it, the only way to make it bearable is by adding a packet of Splenda for every can.",Negative
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-72be1b67cbeb48fb8c36f9f9e4f29821,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","This is one of my favorite cereals. But purchase it only if you don't mind eating it in powder form. What you get is mostly powder, not crunchy squares. I will not be ordering again, sorry.",Negative
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-b6de41acc80141b8a66286c96e496f2a,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","Imagine you took a raspberry, drizzled chocolate syrup on it, and then put it on a frying pan.  You turned on the frying pan and let it sizzle for about 3 or 4 hours.  Put that in a coffee filter and brew it.  Sound good?  I didn't think so.  Thats what this coffee tastes like to me.  I bought a double pack, and I don't like it.  I tried to like it, and even gave it a second shot.  I wish I knew what to do with the rest of it, but I wouldn't subject my friends to this, so I can't give it to them.",Negative
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-e0cb62e9e5504ac2a7f6d1930bd4a58e,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","Tricky Marketing (Look up ""True (sic) Blue"" dig deep into their site or study the vague label.)  ""100% Cranberry Juice"" is false labeling; ""100% Juice Cranberry"" passes...; has other juices for sweetening (apple, grape, pear) and for attractiveness: anything goes. Just no sugar or high fructose corn syrup. Hence 100% juice. With sugar is called ""natural sweetening."" ""Blend"" might not be 100% juices. Juice ""Cocktail"" is invariably with high fructose corn syrup.  I found real Ocean Spray 100% Cranberry Juice in quarts at a ""Grocery Outlet"" market once a few years ago. Undrinkably tart, but perfect for making my own less-than-sweet blends and thirst-aides using fresh berries and fruits with water, and for extending store-shelf juices too sweet for me. 100% C.J. is not a consumer product, but for food & beverage product makers.  Cranberry Juice Concentrate is also very handy & 100% CJ.",Negative
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-ad1c264c3bb045b2afbe0bbb45e9f787,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","I have been drinking this tea for years and am so disappointed that they change the formula. It has a terrible after taste, especially when it starts to cool just a little. I also enjoyed it cold over ice and now am not able to tolerate the taste cold. I purchased 2 - 6 pack boxes and now am stuck with this foul tasting tea. Unless the Oregon Chi company goes back to the original formula I will never purchase it again.",Negative
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-4abeddcbc9464217b81a9709eb4b42d4,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.",Our local stores all stopped carrying this product and were putting their own imitation brands on the shelf......just not the same!  Great that I could order and have my cereal within days!,Positive
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-8c639e620a744b7e9dd1a1554ff9231d,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","These chips are delectably delicious. I am on a low sodium diet. I didn't have to give up totally something that I truely love to snack. These chips are bursting with flavor, and you can't really tell they are missing all that salt. There is just a kiss worth on a chip, but beleive me, it is a total makeout!!!",Positive
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-fb549b21a296493e9a0bd2b22044472d,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","Good flavor, but not real sweet.  I add a little stevia for my sweet tooth.",Positive
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-0803fca89b9d4036abd4319f3c13ba38,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","I have used  various sports supplements over the years in biking, skiing and hockey. None created any problems. I decided to try the Sports Beans and use them when I do my 4 hour road bike rides. They would have been more convient and bulky then food or other products. I comsumed three bags. I noticed no energy benefit and in fact road only three hours instead of four. The worst was yet to come. At 2 am in the morning I awoke with severe teeth acres. This product had caused my teeth to become infected and I ended up going an Urgent Care for pain meds and amoxicillin. Looking closely at the ingredients the top two are EVAPORATED CANE JUICE and TAPIOCA SYRUP. Jelly Belly is a candy company not into sports nutrition and that's what this product is. Candy misrepresented as a sports supplement. BEWARE. Avoid unless you have bullet proof teeth. Many better and safer products on the market.",Negative
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-86277595df0a40009cd7d33bd0e390a7,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.",I began purchasing this tea years ago and looked forward to it each year. For the past two years I was unable to locate it in my local stores so I was elated to find it at Amazon. It tastes like cinnamon and red candy apples to me. I love it!,Positive
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-3b96098da7d04c2bbc1cab762bd5ef01,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","I signed up for the monthly subscription for this item. The price is great especially without having to pay shipping charges. I love the fact that I can manage the subscription by skipping a month or ordering it earlier than scheduled. Amazon has been excellent getting my shipments out on a timely manner. <a href=""http://www.amazon.com/gp/product/B000VK33C6"">Newman's Own® Organics Adult Dog Food Chicken & Rice Formula, 7-Pound Bag</a>Very pleased with all my orders from Amazon. Extremely pleased with their customer service! THANKS AMAZON!",Positive
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-353feeb477914ada979e527237c9a05a,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","Grove square Hot Cocoa is just the right amout of milk chocolate, not to much chocolate, just the right mixture. Delicious! I say a good cup of hot chocolate. Try Grove Square Hot Cocoa, Milk Chocolate K cups for Keurig Coffee Makers. Enjoy! I did.",Positive
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-e4673763de6e4271af8f7c35cc37d308,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","Love these chips, and I don't even like black beans.  Very tasty.  Yum!!  Plus, good for you!",Positive
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-32281ed5364a4e20a08d7a6e855fc41d,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.",I love this product and order it quite often for my big boys to take hunting. Just wish the seller would take the time and money to change the label to say Mild instead of spicy. It isnt spicy and they have at least put a sticker on the package but have not changed the discription on line so I thought I was actually purchasing spicy this time. Still a wonderful product.,Positive
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-6ab7e677636b489a8477f196f23a6b37,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","Was excited about this tough toy, but gave it to our 96 lb puppy who tore the rope apart in less than an hour. He is usually really good with toys that dispense treats but this time since he couldn't figure out the pulling, because it wasn't really working, he just decided to chew the rope. Threw it away because it was also too noisy and scratching up the wood floors.",Negative
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-b7b94816245f414bbcbb90b2c30203c2,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","My synagogue's Passover Care Package had some of these candies in it, and WOW are they good!  Americans have little exposure to sesame seeds except atop a burger bun.  Time to taste these nutty little wonders!  Individually wrapped to keep them fresh and slow you down (grins).  Better than peanut brittle any day!  And these are kosher for passover!",Positive
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-eecadd9f13ef4cc687c614234ae6a3f4,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","We've been eating this delightful cereal for several years.  My kids always feel better on gluten free foods and so do I.  Unlike the popular junky cereals, this version of a slightly chocolately cereal is light and not too sugary and it's a special treat for the kids.  I also like supporting Envirokids products - the pricing has come down to where it's nearly the same as the other mainstream cereals that are not as good for you.",Positive
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-b7eabb6fad8844f8959ec4cd73a7b55c,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","This is a new treat for our ""kids"". They are pretty picky eaters, especially my girl! They both love 'em. Glad I found this product. Reasonably priced too",Positive
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-c64cd5d8974a4bedbbb2077013665841,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","This has been my favorite brand of coconut water of the ones I've tried. They use real fruit juice for flavoring, as well as it tastes good.  We tried the smaller size, and they just aren't large enough to get enough water at the gym, and are not resealable.  Things I like about this:  * Perfect size for an hour long gym routine * Resealable cap(smaller one lacks this) * Tasty (Like a pina colada)  Negative  * Box makes it hard to get the last drops- usually end up squishing it up to get the last bit  So great coconut water, perfect size, and cheaper than buying locally at sprouts with the Amazon's 'subscribe and save'!",Positive
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-fb79344e7d6f466c855b809070083ecb,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.",MADE IN CHINA.. Even our dog food has gone the way of the Hershey Kiss. I won't be back to this vendor. Will be looking for made and sold in AMERICA only.....,Negative
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-a8a6d7c7c86a42ca95016464bf3fad1e,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","As posted in the ""black cherry"" review, 33 grams of sugar is way too much for me but may be great for others who can handle high sugar content.  The kiwi is a refreshing taste but I could only drink a small amount because of the sugar.  Cute little can - much smaller than the typical soda size.",Negative
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-f3a30694c1f74c3285a9d2c149c4645c,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.",Bought these for a change from the green split peas. They are tasty and I like them. Will buy again. Always like Bob's Red Mill products.,Positive
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-9552b860c9a749b88b84e61335aedbb0,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","I love chia, but I have gotten two different packages of this brand that were rancid.  The expiration dates were over a year away.  Amazon doesn't allow food returns, and Navitas said I would have to ship them the seeds for them to check before they would send me new ones.  I will still enjoy chia, but I'll avoid this brand from now on.",Negative
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-ec9f0ccf05374207beccf8c983132582,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.",The chips are awesome.  I first bought them at Costco and now I cannot get them there any more.  The bags at Costco were about 3 times larger than the one I recieved from Amazon.  The arrived mostly in tiny crumbles of chips and the bags were about 1/3 full.  I won't waste my money buying them from Amazon again as the shipping is just not up to par.  If you can find the chips retail I would advise buying them that way.  Their website says that super target and Costco carries them but have not been able to find them there recently.,Negative
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-ff37f4af93c1413abc36a4b317d1a6b0,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","The product image is misleading. The image has the tomatoes as D.O.P. certified, but the tomatoes I received are not....",Negative
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-373fc4e6847642ef947c3acfd6d87261,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","I run a small bed and breakfast, and bought this product so I could prepare recipes for my guests that have a Gluten Allergy and they love it.  There are many recipes on the box, and even more on their website.  Quick,Easy, Inexpensive, what more could anyone ask for.",Positive
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-75908750da644e7581ecaa6bd192b127,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","I can only go as low as 1 star on the review, though I'd like to rate it a ""0""- this item still shows in stock, but clearly isn't, which is why my order was canceled from Amazon today. Amazon suggested I search out the item again, and in doing so I see that this same vendor states the item is available. Not so.  Technically this review does not relate to the quality of the product, just the ability to be able to ship it. Good luck!",Negative
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-c6bd31d4dd2e4babac9c707c7d1b6d1a,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.",These are really good. I like to make them with a little extra milk so that they are thin. I can't even tell the difference between this and regular pancakes. It's worth the price for my family.,Positive
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-f57e2eeb7a0146ad9f0977da04bd21e8,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","This is the favorite green tea in our household.  Been using it for years.  Was happy to find it here on Amazon, otherwise we had to travel about forty miles to an oriental grocery store to purchase it.  Can't even buy any leaf tea of any kind in regular grocery stores any more.  By the way ""Ban Cha"" in Japan simply means common or everyday tea.  Not ceremonial.",Positive
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-0cf3a2eda8cd4bf2bee21ae9c4f9410f,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","I wanted to like this item and had seen the generally favorable reviews.  I loaded it with some liver treats and opened our front door to offer it to my dog-- she grabbed the rope and released it...and it fell about two feet onto the step and cracked!  I was pretty surprised it took that little to break it.  The crack was on the screw-in bottom so it spread and basically the bottom broke and it was useless...back to Amazon, sorry!  Maybe a rubber guard for the bottom would make this a better product?",Negative
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-11927756f3744b52874fadfb2fa9345a,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","Crackers are great.  Was glad to find them. There is a good selection of flavors.  My favorite is salted, but there are other choices.",Positive
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-acdd886d2c874a0d9a1e55504ac1cda0,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","A little costly but they are good and fresh too, not stale at all. Would recomend to any Cheetos fan.",Positive
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-782a7417d8084833a91e63578e185962,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","My experience with this was a disaster. The first push on the applicator sent gobs of the bait all over the place.  Because of the size of the tube's opening, you cannot control the amount of bait you apply. With a slight pressure on the applicator nothing comes out; anything stronger and you have a mess.  I have no idea how the bait itself works- I had to clean it all up.",Negative
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-f8d9a2bfefc8485088cfa64de845657a,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","I found these little awesomely delicious fruit snacks at a gluten free show in Wisconsin.The guy that was there offered me a package and I fell in love!They are organic, which makes them all the more cool, and they are very, Very tasty!I looked on the ingredients and was surprised to find no high fructose corn syrup!They're a little chewy at first, but I can not find anything else wrong with them. They are a wonderful fruit snack that I don't feel guilty about eating afterwards!",Positive
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-a728f992f2c04f9c92812cf5820bc009,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","The shipping was very prompt and the packaging excellent.  All other items in this order were excellent.  These were lollipops shaped and ""painted"" like flamingos.  But you have to hold them up close to the eye to figure out what they are!  They'll be ""OK"" to set out on the candy buffet, but they won't be the eye-catching item we'd anticipated when we ordered.",Negative
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-2d2c543e44564c6fa27b12dd5ee62b66,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","I bought this as a gift for my boyfriend and his roomates' dogs. It looked really cute in the package but left the dogs exremely gassy. They are a german shepard, pitbull and a retreiver at fairly large sizes but it was a little rough on the tummy so use lightly.",Positive
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-d6e6de555ff04fd5b41f24f65291f208,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","I am writing this because this product KILLED my in-laws 2 year old YORKIE. They have been breeding Yorkies for 18 years and this was the first product they have used, that KILLED one of there dogs. They started using this product this past summer. Sweetie (the dog) was chewing on the GREENIE chew in front of both of them, when she started convulsing.  They immediately took her a 1/2 mile to the vet, by the time they arrived there, Sweetie was DEAD.  The Greenie had Pierced her TRACHEA.  Please be aware od how dangerous these could be to small dogs.",Negative
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-59dcc9ed3bc84c5a9004f0d3555cb590,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.",Never had jerky before because I've never seen a Halal version. Was a little apprehensive at first but found it highly addictive. Went through a whole bag in one sitting. I recommend all my curious Muslim brothers and sisters to try it.,Positive
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-e341d34364c94badb6f7a33251b2cebd,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","This tea is the best tea i've ever had. i first tasted it in norway, and had to find it in the states. i have it every morning.",Positive
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-564c5f576dfc429ea10595f0704b0ff1,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","Amazon sends you TWELVE boxes of these fabulous cookies and each box disappears FAST - in fact, DO NOT sit down with the whole box nearby or you will munch thru all of them without stopping! They are delicately sweet, crunchy, and buttery - without being at all greasy. You've been warned!",Negative
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-1f77a635677c42a7bd45aa24578d89e0,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","The hot cocoa does have a sugar substitute in it, but as far as I could tell, wasn't strong enough to leave that bitter aftertaste you get when they put a lot of it in the ingredients. If you have a very very sophisticated palate perhaps you could taste it a little, but it doesn't take away from the taste of the cocoa, so as far as I'm concerned it wasn't an issue. I would say this is on par with the type of cocoa you'd get in a coffee machine, which is fine, because I don't hate coffee machine cocoa. I have only tried the peppermint so far, and it tasted like peppermint... what can I say? That's what it's supposed to taste like.",Positive
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-89b76105d9b64b3f96f2670114aeb38e,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.",Excellent product! A tip from the Keurig people: shake the K-cup before using it. This prevents the cocoa from clumping and results in more flavor.,Positive
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-bd56799a3fcc45cba991afa0b26fdd6d,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","cool! I got it last weekend. I was suprised about the pot size, which was a lot bigger than the regular 4"" pots. About the plant, there is nothing to complain.  Within a week, there are already new leaves!",Positive
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-deaa5929bad14a6491b8d989e43652b2,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","This is a fantastic bread mix. I do not use the bread machine, I make it in a bowl, hand made, and have had no problems at all. I do not know why people are having any problems with this. It is terrific. Amazon, please keep this in stock. Please.",Positive
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-37978ed14fef4b0389dad87422cbdc3f,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.",With all herbal treatments it is important to understand that the earlier in ilness one will start using them the better. I love to use herbal teas and find them very effective when used properly.,Positive
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-83206c5ad5384784ae6b84d16398bd3a,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","The cans are listed as 13 fluid ounces each, but I measured and each can was 12 ounces or less.  Since you have to have equal parts water and formula, I had to carefully measure each can.  Each can was different.  The formula itself worked fine, but it was misleading as to how much I was actually getting for the price.  The already mixed formula is much cheaper per ounce than this or even the powder.",Negative
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-5d6d0c8c72ed4d51afd2b88d2bdc9171,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.",I received a box of this for Christmas. It is really good. Not overly strong like most black licorice. It is indeed soft and it has a very simple ingredient list with NO High Fructose Corn Syrup like most candy: Molasses Wheat Flour Licorice Extract Natural Flavor (Aniseed Oil),Positive
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-8f051c27e76e47699c3f0827811301cf,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.","This product is terrible.....REALLLY!!!  It taste like dog food.  I fixed one and could not eat it. I threw it in the garbage. (it was that bad) I wasted 28 bucks. I did not want to spend another dollar on this product, so I decided not to send it back. They all went in the trash.....REALLY!!!",Negative
task586_amazonfood_polarity_classification,Sentiment Analysis,task586-580d26800c934cb8a39582e6a3317cad,"You are given a review of Amazon's food products. Your task is to divide them into two classes: negative or positive, depending on the content of the review.",I eat healthy choice most days for lunch and this one is the worst.  I no longer buy it.  It is flavorless (unless you add a packet of soy sauce).  I don't even think this one will make it into my earthquake food kit.,Negative
