task_name,task_family,id,definition,inputs,targets
task746_yelp_restaurant_review_classification,Sentiment Analysis,task746-76530aac1aec4f9fb6498562fde21150,"You are provided with a user review of a restaurant. Your task is to classify the given review into two categories: 1) positive, and 2) negative based on its content.","I appreciate that I was treated like a queen and walked out with the best haircut I've had - Natalie is wonderful and gave me exactly what I asked for, a cut that was sassy, smart and still feminine.",positive
task746_yelp_restaurant_review_classification,Sentiment Analysis,task746-9d72eb5da6bf4a17aa1f6ebc7530872c,"You are provided with a user review of a restaurant. Your task is to classify the given review into two categories: 1) positive, and 2) negative based on its content.","Im a meat eater- think paleo, and I think this place is great! What meat eaters dont seem to get is we can eat vegan/vegetarian food! And when its good, its very good! I first tried NF in a yurt in CA; I loved it then & I love it now. I avoid highly processed foods now, and my favorites there tend to be the fake meat items (highly processed) and the cupcakes (so good- but the frosting is highly processed) but I still like eating here every so often. They really do vegan right. Its really all about the sauces & seasonings. Im ok in the kitchen, but Id love to be able to make flavors like they do. I hardly ever leave a restaurant without thinking, 'I coulda made that better at home.' But not here. It would take a lot to learn how to work spices, herbs & sauces like they do! Kudos Native Foods for being dedicated to your cause AND truly delicious... Not just for vegans!",positive
task746_yelp_restaurant_review_classification,Sentiment Analysis,task746-a30c1ac58e3c4baf8bd37f1222d0c166,"You are provided with a user review of a restaurant. Your task is to classify the given review into two categories: 1) positive, and 2) negative based on its content.","Exceeded our expectations!!We just had our entire home exterior painted and it looks amazing! We are so grateful to Damian and his crew. We first met with Kathleen, who was prompt, professional, friendly, and answered all of our questions. The crew worked so hard all day in 100 degree heat for three days and were awesome, friendly, professional and clean. My wife and I are very, very happy and highly recommend 360 Painting.",positive
task746_yelp_restaurant_review_classification,Sentiment Analysis,task746-5fc0ab0c8aee4654be6a9b2c51edc0d3,"You are provided with a user review of a restaurant. Your task is to classify the given review into two categories: 1) positive, and 2) negative based on its content.","I recently moved to the area so I have the unfortunate task of trying to find a quality nail salon. I found This place and because of the many positive reviews I gave it a chance. I called 20 minutes before to see if they accepted walk ins and was told by the gentleman who answered the phones they did so I took the drive to the salon. Upon entering it was very dark, maybe because they call themselves a spa it was part of the ambiance. It was not very clean and many of the stations seemed to be crowded with junk. I wanted just a gel polish change but they would only let me do it with a manicure. I had to take it upon myself to find the board that had the gel polish nail colors. And most of them seemed old, definitely not a color selection thats impressing. The guy doing my nails seemed to be in a rush and was not paying attention to what he was doing. My nails were not filed straight and when I pointed it out he got annoyed. Then when buffing my nailed he cut the skin on my fingers. Dont even get me started on my cuticles that are worse now than when he started. I will not be back, and maybe it was just my experience but it was not work the $30 they charge for a crappy 'manicure'. Look at the other options in the area.",negative
task746_yelp_restaurant_review_classification,Sentiment Analysis,task746-7b3d69675df643029f95008f9b46ec59,"You are provided with a user review of a restaurant. Your task is to classify the given review into two categories: 1) positive, and 2) negative based on its content.","Definitely one of my favorite places for vietnamese grub! Very authentic and although they hardly speak english, the people here are really nice. Will always recommend others to try it.",positive
task746_yelp_restaurant_review_classification,Sentiment Analysis,task746-a8c7eef84e504767ba6e2ac1e56c3895,"You are provided with a user review of a restaurant. Your task is to classify the given review into two categories: 1) positive, and 2) negative based on its content.",This is the best place to get your ears lowered! They don't take take credit card and a cut is $15 so be prepared. These guys use the old straight razor and make sure you don't walk out with hair on your shirt. Do your dignity a favor and skip the strip mall hair salons and let these guys take care of you.,positive
task746_yelp_restaurant_review_classification,Sentiment Analysis,task746-54fb551bc16c4e23a26b6135e3064168,"You are provided with a user review of a restaurant. Your task is to classify the given review into two categories: 1) positive, and 2) negative based on its content.","The beef!  I am dropping five stars on this place simply because of the beef (and late hours).  Their roast beef is nice and tender and comes on a crisp and delicious onion roll if you order the big one.  You should go order one right now, as a matter of fact.Also, everything tends to close pretty early in Massachusetts.  Except for Simard's.  They will feed you into the wee hours of the morning.",positive
task746_yelp_restaurant_review_classification,Sentiment Analysis,task746-869fc74b15b543c08b452edd76be732f,"You are provided with a user review of a restaurant. Your task is to classify the given review into two categories: 1) positive, and 2) negative based on its content.","Nice music, excellent service, reasonable prices. The staff is super friendly and food is delicious and fairly priced. Potstickers and Mac and cheese were amazing. The bacon jam burger is my favorite. I love this place. You should go!",positive
task746_yelp_restaurant_review_classification,Sentiment Analysis,task746-b7fc939996f6432991e837d796001964,"You are provided with a user review of a restaurant. Your task is to classify the given review into two categories: 1) positive, and 2) negative based on its content.",Just gross.  Grease running off the bacon onto the plate.  Hash browns was cooked with so much oil they had oil in the middle of the Hash browns.,negative
task746_yelp_restaurant_review_classification,Sentiment Analysis,task746-6e0415f28e9a40ef97c67c858f1fb417,"You are provided with a user review of a restaurant. Your task is to classify the given review into two categories: 1) positive, and 2) negative based on its content.",I went to Sushi Factory on Christmas for their sushi buffet.The restaurant is clean and sitting is comfortable.The sushi was good and the price was right for $22 per person.I think it's worth a try.,positive
task746_yelp_restaurant_review_classification,Sentiment Analysis,task746-7dcb918d40464045930465c01b59fc22,"You are provided with a user review of a restaurant. Your task is to classify the given review into two categories: 1) positive, and 2) negative based on its content.",My friends and I come here at least once a week. Their service is great and very friendly. The food is always great and there are a few items that are not on the menu that are the specials. You have to ask them about it. It's a nice place to hangout and have a few beers and appetizers. The pineapples ice cream is the best and its sugar free but you can't tell if they didn't tell you. They also deliver also if you just want to eat at home. There are lot of off street parking.,positive
task746_yelp_restaurant_review_classification,Sentiment Analysis,task746-bd63e5d6623f4d6fb409f4e4dd7428a1,"You are provided with a user review of a restaurant. Your task is to classify the given review into two categories: 1) positive, and 2) negative based on its content.","So incredibly disappointed. I went to get a gel manicure and as soon as I left the salon my nails started to darken, and it almost looked like they were burnt. It seems that she may have left my nails under the UV light for too long. I'm not the type of person to demand a refund, but I definitively will not be going back.",negative
task746_yelp_restaurant_review_classification,Sentiment Analysis,task746-11ce27f012fb4d23a9ba38915f3d3ae4,"You are provided with a user review of a restaurant. Your task is to classify the given review into two categories: 1) positive, and 2) negative based on its content.","My best friend was in town and we decided to try this cafe because there are great reviews. It wasnt busy when I arrived with my friend, and when we walked in, there was no one at the hostess stand. We stood there for a few minutes before the hostess walked up, and just looked at us until we spoke up that we needed a table for two. She told us that if we sit at the bar, the food is 20% off and when we nodded, she said 'seat yourself' in a rude and unwelcoming manner. She failed to smile at us or make us feel welcome throughout this exchange. We found seats at the bar, and the bartender was nice to us, although she took a while to acknowledge us and bring us hot sauce when we asked for it. I ordered the steak and Migas Benedict and my friend ordered the crab cake Benedict. Our food was cold for the most part. When we finished eating, we sat for over 20 minutes waiting to be acknowledged.  The bartender failed to even glance at us and she made herself busy acknowledging everyone else who came up to the bar and completed drink orders. If anything, it felt like she was avoiding us. I understand that it may be understaffed but it takes two seconds to ask how everything is going. After waiting, she finally said 'Ill be right with you.' It took her another 5 minutes to be 'right with us.' She then proceeded to print the check without asking us if we wanted anything else, which to us made it seem like we were being kicked out, feeling even more unwelcome than before. The food was mediocre for the price that we paid. For a nice and pricey cafe, the staff was very rude. I could have very well spent my money elsewhere that is even busier but still receive superb service. Would I recommend this place to anyone? Not at all. *** my friend is also a waitress, so we were being generous with our expectations and even with our tip.***",negative
task746_yelp_restaurant_review_classification,Sentiment Analysis,task746-a2918ba79b134f2f9c2fd1de15d1a8d9,"You are provided with a user review of a restaurant. Your task is to classify the given review into two categories: 1) positive, and 2) negative based on its content.","I cannot tell you if it is authentic Cuban food or not since I am not Cuban,but after eating so much Cuban food for a year in the Mecca of Cuban food in the country (Miami) I believe my review could be a helpful. I went here with a Groupon and wanted to give this place a try, third place trying Cuban food outside of Miami, I hoped this place wouldn't disappoint me like the others. I went with a friend who also had Cuban food in Miami before and also had high expectations. As I walked in, I saw (and heard!) a big group of Cuban people having lunch there (if Cubans eat there, that's a good sign!). The people there were friendly and we got sat down right away. I was very happy with the menu and was happy to find many of my favorites in there (tostones, yuca frita, ropa vieja, vaca drita, palomilla, cubano, etc). I went ahead and ordered yuca frita as an appetizer and ropa vieja with congris (arroz moro) and maduros. I was disappointed that the yuca frita came with refried beans type of sauce instead of cilantro garlic sauce, like it does in many Cuban restaurants. The yuca fritas were too fried, too hard. The ropa vieja was good, although a little too hard. The congris did not have a lot of flavor but I was satisfied anyway. Overall, it was a good place. Close to what I would consider authentic from Miami. I will definitely come back because I am sure this is as authentic as it will ever get in a town with a very very small Cuban population.",positive
task746_yelp_restaurant_review_classification,Sentiment Analysis,task746-6547752cf0c743008f2509cace85ff16,"You are provided with a user review of a restaurant. Your task is to classify the given review into two categories: 1) positive, and 2) negative based on its content.",This place is just plain great. Food is great and very unique. Service is impeccable. The Vodka cocktail is a must try if you like vodka. I ended  my dining experience with a chocolate pudding...I am in heaven. If you are in the area please do not miss this place. Cheers!!!,positive
task746_yelp_restaurant_review_classification,Sentiment Analysis,task746-38f63ceb019b4f56b09cc6182d560a10,"You are provided with a user review of a restaurant. Your task is to classify the given review into two categories: 1) positive, and 2) negative based on its content.","I've never taken to social media to review before now. The Salem, MA location has terrible customer service. I'm livid with my treatment. A few days ago, my order was over an hour late, arrived cold and the driver forgot the receipt. For my trouble,  I was told that my next order would be free. I just phoned to take them up on that, and I was told there was no credit in their system for me. I am too failed by this location. TAKE YOUR BUSINESS ELSEWHERE. Support a local mom and pop pizza place before getting mistreated by big business. SHAME ON YOU ASHLEY! Your mismanagement of my situation was deplorable. A free side order? Not good enough! I'm a disabled,  housebound woman and just lost a source of a meal today. I've never experienced such deplorable service from Domino's. I've been a loyal customer for over 20 years from Florida to North Carolina to New York to Massachusetts.  I'll never do business with you again. I'm writing corporate as well. I don't taken being mistreated well. It's unacceptable!",negative
task746_yelp_restaurant_review_classification,Sentiment Analysis,task746-fe825e31fdba4f7abe7b65d8736a0329,"You are provided with a user review of a restaurant. Your task is to classify the given review into two categories: 1) positive, and 2) negative based on its content.",Tasty and a decent value for the price.  Also open to 11pm during the week and serves Maine Root fountain drinks--lots of positives.,positive
task746_yelp_restaurant_review_classification,Sentiment Analysis,task746-3268e3ae309d4ec5b74705342c92213a,"You are provided with a user review of a restaurant. Your task is to classify the given review into two categories: 1) positive, and 2) negative based on its content.","Yes, it can be pricey.  However, if you watch the store flyer it actually has some pretty good sales (especially on coffee beans and seasonal fresh fruits).  The store has a nice bulk bin selection for nuts, dried fruit, snacks, and candy.  I am addicted to the flax-infused corn chips.  As a gourmet store, you will find interesting goods and high-quality produce.The deli and cheese counter offer a wide array of delicious goods.  Always make sure to ask for a sample taste before buying.  The staff is friendly and helpful.And for any potential shoplifters, be warned -- they do watch you.  On my last visit, the police were removing a cuffed offender from the store ;-)",positive
task746_yelp_restaurant_review_classification,Sentiment Analysis,task746-e4547b0127044897bd71b9efa9467f21,"You are provided with a user review of a restaurant. Your task is to classify the given review into two categories: 1) positive, and 2) negative based on its content.","I had been meaning to write a bad review of this place for a couple of months now. Looks like Im too late, since they are closing at the end of the month. I have never encountered a bike shop so bad that I truly wished they would cease to do business, but this place came pretty close. I came in a few times, and each time, the owner made it abundantly clear that he did not give a **** that I was in his shop. On top of that, he didnt have some items that any shop should have (irrelevant now, but had no 26' rim strip and had just 2 motley saddles). Ive worked in a shop before, and customers are the lifeblood of the shop - bummer this guy didnt realize that and ran a lousy shop that went under.",negative
task746_yelp_restaurant_review_classification,Sentiment Analysis,task746-844d5d2c775e484d8af5687da442e3b6,"You are provided with a user review of a restaurant. Your task is to classify the given review into two categories: 1) positive, and 2) negative based on its content.","I ate this place with my mom.  It was a big disappointment for both of us.  The 马兰头拌豆腐， the vegetable is not  马兰头，the dish seems to be taken out from refrigerator for a while.  We order another dish which supposed to have crab and shrimp inside.  However there is no crab at all.  The waiter said that crab meat is dissolved inside the dish soup.  That dish costs for 20$, which name is totally misleading.  In the end, we have to pay this low quality food for 50 - 60  $, they even could not accept visa credit card.  They said only over 100 $ can be paid over credit card.  In the end, I have to pay on my debit card.  We travelled from San Francisco.   We have ate in many nice shanghai restaurants in San Francisco.    We are very disappointed by suhang, not only for its ripoff price, but also.the low quality food.",negative
task746_yelp_restaurant_review_classification,Sentiment Analysis,task746-6e23d40bcc5147e1bfc864c74177a76f,"You are provided with a user review of a restaurant. Your task is to classify the given review into two categories: 1) positive, and 2) negative based on its content.","5 stars for the location, it's absolutely wonderful. I ordered the shamrock bubble tea, which was one of the best I've ever had. I am subtracting a star for service however.  It was the barista that was so put out by waiting on us and then the 10-15 minutes it took to make the bubble tea... That's a bit long for a drink.",positive
task746_yelp_restaurant_review_classification,Sentiment Analysis,task746-aee7b32f14ab4a6e91e06b71e534a93c,"You are provided with a user review of a restaurant. Your task is to classify the given review into two categories: 1) positive, and 2) negative based on its content.","Manager looked like he was 15 years old and was a huge d-bag. Would never go back to this ABC, how about you hire people that have a tiny clue about the products they sell or how to be nice in general.",negative
task746_yelp_restaurant_review_classification,Sentiment Analysis,task746-18d19bfc429b4eb4a4225874b7a977af,"You are provided with a user review of a restaurant. Your task is to classify the given review into two categories: 1) positive, and 2) negative based on its content.","Even the mad Captain Ahab is touched by Starbuck's goodness...  Herman Melville The drive-thru was jammed with vehicles when I pulled up, so I opted to park and go to the walk-up window. The staff were super friendly! More then a few of them said hello to me while I ordered. Even though they were busy, they were all genuinely smiling. They look like they enjoy their job. Great teamwork! I think this is the friendliest Starbucks I've ever visited. The building is architecturally pleasing to me so it catches my eye every time I've driven past it. I'm glad I stopped this time.It's close to my freeway entrance so I'll be making this a regular stop from now on. If you're in the area, you should too!",positive
task746_yelp_restaurant_review_classification,Sentiment Analysis,task746-3eb42b02bdce4a5582a5b3437696a3a6,"You are provided with a user review of a restaurant. Your task is to classify the given review into two categories: 1) positive, and 2) negative based on its content.","Today was my first and last time here, this places sucked! They offer 'complimentary mimosas' which we never got to see or taste. After numerous reminder about our drinks they kept telling us glasses were been cleaned up, then we asked again and she forgot. Then nada, we asked again then she tells us they ran out of mimosas after we waited over 30-45 mins. Next time we noticed that people that just got there were been served mimosas, wtf? Then she said I was told we were out let me check again, at that point we did not care as we were leaving. Wait time awful, service not all that great and the food wasnt all that to like make up for it. Then we asked for a manager, we were told there wasnt one... We asked who the owner was, she said she didnt know his name since she was knew... Speechless! Save your time and $ and dont go there.",negative
task746_yelp_restaurant_review_classification,Sentiment Analysis,task746-e9ccd0fc93724e87b1a14654ba8db707,"You are provided with a user review of a restaurant. Your task is to classify the given review into two categories: 1) positive, and 2) negative based on its content.","I would have given this place 5 stars but they took the Shrimp and Grits off of the menu.  I sat at the bar and at least 5 people asked for Shrimp and Grits.  What gives?  Otherwise, this is the place to go to relax for a great cocktail between flights and perhaps a light fare.   The bartenders were very attentive and the food was delish!  Since I didn't get the S&Gs the scallops were the next best thing.  Oh, the sushi is not bad either.",positive
task746_yelp_restaurant_review_classification,Sentiment Analysis,task746-027af0cadd384a528487051d56e7380c,"You are provided with a user review of a restaurant. Your task is to classify the given review into two categories: 1) positive, and 2) negative based on its content.","Definitely 5 stars for the donuts.  Our family has been coming to Dandy Donuts for years!  Their donuts can't be beat and are a must-try.   The same Cambodian family has owned this shop for years. They are kind, hard-working folks that put out a consistently fresh and delicious line of donuts as well as croissants and apple fritters their customers love.   Subs are also good.   I notice they've added a new low-price lunch special of hot dog, chips and drink.  The surroundings are definitely hole-in-the-wall, but go and try the donuts.",positive
task746_yelp_restaurant_review_classification,Sentiment Analysis,task746-191035abcd0242ca92fd0a86c590fb16,"You are provided with a user review of a restaurant. Your task is to classify the given review into two categories: 1) positive, and 2) negative based on its content.",We had lunch there on a Sunday afternoon and it was great.  We ordered 2 gluten free pizzas and both were uniquely delicious!  The service was great and it was an overall fantastic experience.  Will definitely be back.,positive
task746_yelp_restaurant_review_classification,Sentiment Analysis,task746-97e65f6904fb4cc38a89747744cc2c90,"You are provided with a user review of a restaurant. Your task is to classify the given review into two categories: 1) positive, and 2) negative based on its content.","After having breakfast at some of the top rated breakfast restaurants in Vancouve and being very disappointed, this was a pleasant surprise.  Great breakfast and service.",positive
task746_yelp_restaurant_review_classification,Sentiment Analysis,task746-a7d0e311606c41f9b374b730c0c11857,"You are provided with a user review of a restaurant. Your task is to classify the given review into two categories: 1) positive, and 2) negative based on its content.","Everytime I make a move and dont check Yelp first I regret it.  This time was no different.I chose this spot from Grub Hub delivery.  My delivery options are quite limited in the new neighborhood so I couldnt believe my luck as I read the menu for this place.  I thought I must be dreaming as I read all of the delicious sounding items, and I triple checked to make sure they delivered.  Reasonably priced, and they were open. Great!  I place my order.  2 hours later, no food.  I call, and a young lady says that its coming up now. Wth??! After I protest, she offers me a lemonade. Blank stare. Go figure.  Finally, about 20 minutes later, food arrives.Heres the kicker- the food was actually GOOD.  The breakfast potatoes I got were downright DELICIOUSLY spicy and tasty, with the bell peppers and onions perfectly grilled.  I had ordered a turkey and cheese with EXTRA mayo, lettuce, tomato, and ONION, CUT in HALF. They sent a sandwich with NO mayo and not cut.  I am very picky, hence the reason I take the time to very carefully specify how I would like my food prepared.  When it is nothing like I ordered, it signifies to me that I am not important enough for you to even care about TRYING to prepare my meal the way I asked (and paid) you to do it. FAIL.Turns out, the sandwich was very good, the bread was perfectly soft, but the lack of care in preparation means Ill NEVER have another one.  Plus, had I not had Hellmans in the fridge, we would have had a REAL problem, as I dont do sandwiches with no mayo. Period.The owner called me when Grub Hub called her, and explained that she is a 'full service' restaurant, and she does the delivery orders 'when she can fit them in'. Had this been my establishment, I would have comped this entire meal for goodwill, and offered to try and get it right on a different day, thus ensuring a second visit from a first time patron/new neighbor/potential regular (I eat out 6 of 7 days a week, most unfortunately).  Oh well.  Not my business.  I will offer this:  if you dont have the capacity to do delivery service, then you should not try to do delivery service.Good luck to you.",negative
task746_yelp_restaurant_review_classification,Sentiment Analysis,task746-7f77ec7c65f04e7684a879a72c231fd0,"You are provided with a user review of a restaurant. Your task is to classify the given review into two categories: 1) positive, and 2) negative based on its content.",Service was good food was incredibly bland and over priced. I wouldn't recommend this place.,negative
